tube.ID,Timepoint,Date,Year,Time,Treatment,Temp,Cone,Culture,Family,ReefMom,Mom,Dad,Species,tube.ID,Replicate,CrossType,Lifestage,SymbiontTreatment,Dataform,Cumulative.hrs,Mom2,Dad2,Cross,Cross_2,No.LarvaeInStart,No.LarvaeInExpected,No.LarvaeInObserved,Percent_Survival_atend,"Alive, Dead, Sampled",Infected? (Y or N),No.Cells1,No.Cells2,No.Cells3,PAM(EffectiveQuant),Area (mm^2),MicroscopeImageName,PAM File Name,Date Sampled,Settlement
37,5,2024-04-15,2024,8:00,31,27.5,7,B.T.4xB.T.2,F6,BT4,BT4,BT2,A.ten,37,C,IndivCross,larvae,D,,0,BruMom,BruDad,BruMomBruDad,BxB,25,22,20,80,Alive,N,,,,,0.272,551,NA,,
38,5,2024-04-15,2024,8:00,31,27.5,2,T.T.12xT.T.6,F1,TT12,TT12,TT6,A.ten,38,C,IndivCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,23,23,92,Alive,N,,,,,0.341,552,NA,,
39,5,2024-04-15,2024,8:00,31,27.5,7,B.T.4xB.T.2,F6,BT4,BT4,BT2,A.ten,39,C,IndivCross,larvae,C,,0,BruMom,BruDad,BruMomBruDad,BxB,25,23,23,92,Alive,N,,,,,0.196,553,NA,,
40,5,2024-04-15,2024,8:00,31,27.5,13,T.T.2xT.T.4,F3,TT2,TT2,TT4,A.ten,40,C,IndivCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,12,12,48,Alive,N,,,,,0.293,554,NA,,
41,5,2024-04-15,2024,8:00,31,27.5,18,Bulk1,F4,Bulk,Bulk,Bulk,A.ten,41,A,BulkCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,16,20,80,Alive,N,,,,,0.257,555,NA,,
42,5,2024-04-15,2024,8:00,31,27.5,6,B.T.2xB.T.4,F10,BT2,BT2,BT4,A.ten,42,B,IndivCross,larvae,D,,0,BruMom,BruDad,BruMomBruDad,BxB,25,16,17,68,Alive,N,,,,,0.357,556,NA,,
1,5,2024-04-15,2024,8:00,35.5,27.5,7,B.T.4xB.T.2,F6,BT4,BT4,BT2,A.ten,1,B,IndivCross,larvae,D,,0,BruMom,BruDad,BruMomBruDad,BxB,25,4,1,4,,N,,,,,0.165,497,NA,,
2,5,2024-04-15,2024,8:00,35.5,27.5,9,B.T.8xB.T.2,F7,BT8,BT8,BT2,A.ten,2,A,IndivCross,larvae,D,,0,BruMom,BruDad,BruMomBruDad,BxB,25,2,0,0,,N,,,,,0.2,498,NA,,
3,5,2024-04-15,2024,8:00,35.5,27.5,2,T.T.12xT.T.6,F1,TT12,TT12,TT6,A.ten,3,A,IndivCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,6,4,16,,N,,,,,0.181,499,NA,,
4,5,2024-04-15,2024,8:00,35.5,27.5,2,T.T.12xT.T.6,F1,TT12,TT12,TT6,A.ten,4,A,IndivCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,11,8,32,,N,,,,,0.184,500,NA,,
5,5,2024-04-15,2024,8:00,35.5,27.5,18,Bulk1,F4,Bulk,Bulk,Bulk,A.ten,5,B,BulkCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,3,3,12,,N,,,,,0.187,501,NA,,
6,5,2024-04-15,2024,8:00,35.5,27.5,6,B.T.2xB.T.4,F10,BT2,BT2,BT4,A.ten,6,B,IndivCross,larvae,D,,0,BruMom,BruDad,BruMomBruDad,BxB,25,0,0,0,,N,,,,,,NA,NA,,
7,5,2024-04-15,2024,8:00,35.5,27.5,18,Bulk1,F4,Bulk,Bulk,Bulk,A.ten,7,A,BulkCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,7,0,0,,N,,,,,,NA,NA,,
8,5,2024-04-15,2024,8:00,35.5,27.5,10,T.T.6xT.T.12,F2,TT6,TT6,TT12,A.ten,8,C,IndivCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,0,0,0,,N,,,,,,NA,NA,,
9,5,2024-04-15,2024,8:00,35.5,27.5,13,T.T.2xT.T.4,F3,TT2,TT2,TT4,A.ten,9,B,IndivCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,7,2,8,,N,,,,,0.213,502,NA,,
10,5,2024-04-15,2024,8:00,35.5,27.5,9,B.T.8xB.T.2,F7,BT8,BT8,BT2,A.ten,10,A,IndivCross,larvae,C,,0,BruMom,BruDad,BruMomBruDad,BxB,25,0,0,0,,N,,,,,,NA,NA,,
11,5,2024-04-15,2024,8:00,35.5,27.5,18,Bulk1,F4,Bulk,Bulk,Bulk,A.ten,11,C,BulkCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,5,1,4,,N,,,,,0.268,503,NA,,
12,5,2024-04-15,2024,8:00,35.5,27.5,7,B.T.4xB.T.2,F6,BT4,BT4,BT2,A.ten,12,A,IndivCross,larvae,C,,0,BruMom,BruDad,BruMomBruDad,BxB,25,0,0,0,,N,,,,,,NA,NA,,
13,5,2024-04-15,2024,8:00,35.5,27.5,9,B.T.8xB.T.2,F7,BT8,BT8,BT2,A.ten,13,C,IndivCross,larvae,C,,0,BruMom,BruDad,BruMomBruDad,BxB,25,0,0,0,,N,,,,,,NA,NA,,
14,5,2024-04-15,2024,8:00,35.5,27.5,2,T.T.12xT.T.6,F1,TT12,TT12,TT6,A.ten,14,B,IndivCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,12,5,20,,N,,,,,0.235,504,NA,,
15,5,2024-04-15,2024,8:00,35.5,27.5,18,Bulk1,F4,Bulk,Bulk,Bulk,A.ten,15,B,BulkCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,7,4,16,,N,,,,,0.451,505,NA,,
16,5,2024-04-15,2024,8:00,35.5,27.5,6,B.T.2xB.T.4,F10,BT2,BT2,BT4,A.ten,16,B,IndivCross,larvae,C,,0,BruMom,BruDad,BruMomBruDad,BxB,25,0,0,0,,N,,,,,,NA,NA,,
17,5,2024-04-15,2024,8:00,35.5,27.5,13,T.T.2xT.T.4,F3,TT2,TT2,TT4,A.ten,17,A,IndivCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,0,0,0,,N,,,,,,NA,NA,,
18,5,2024-04-15,2024,8:00,35.5,27.5,6,B.T.2xB.T.4,F10,BT2,BT2,BT4,A.ten,18,A,IndivCross,larvae,D,,0,BruMom,BruDad,BruMomBruDad,BxB,25,0,0,0,,N,,,,,,NA,NA,,
19,5,2024-04-15,2024,8:00,35.5,27.5,13,T.T.2xT.T.4,F3,TT2,TT2,TT4,A.ten,19,A,IndivCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,0,0,0,,N,,,,,,NA,NA,,
20,5,2024-04-15,2024,8:00,35.5,27.5,13,T.T.2xT.T.4,F3,TT2,TT2,TT4,A.ten,20,B,IndivCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,0,0,0,,N,,,,,,NA,NA,,
21,5,2024-04-15,2024,8:00,35.5,27.5,6,B.T.2xB.T.4,F10,BT2,BT2,BT4,A.ten,21,C,IndivCross,larvae,D,,0,BruMom,BruDad,BruMomBruDad,BxB,25,0,0,0,,N,,,,,,NA,NA,,
22,5,2024-04-15,2024,8:00,35.5,27.5,7,B.T.4xB.T.2,F6,BT4,BT4,BT2,A.ten,22,C,IndivCross,larvae,C,,0,BruMom,BruDad,BruMomBruDad,BxB,25,0,0,0,,N,,,,,,NA,NA,,
23,5,2024-04-15,2024,8:00,35.5,27.5,13,T.T.2xT.T.4,F3,TT2,TT2,TT4,A.ten,23,C,IndivCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,6,5,20,,N,,,,,0.211,506,NA,,
24,5,2024-04-15,2024,8:00,35.5,27.5,10,T.T.6xT.T.12,F2,TT6,TT6,TT12,A.ten,24,A,IndivCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,1,0,0,,N,,,,,,NA,NA,,
25,5,2024-04-15,2024,8:00,35.5,27.5,9,B.T.8xB.T.2,F7,BT8,BT8,BT2,A.ten,25,C,IndivCross,larvae,D,,0,BruMom,BruDad,BruMomBruDad,BxB,25,0,0,0,,N,,,,,,NA,NA,,
26,5,2024-04-15,2024,8:00,35.5,27.5,13,T.T.2xT.T.4,F3,TT2,TT2,TT4,A.ten,26,C,IndivCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,0,0,0,,N,,,,,,NA,NA,,
27,5,2024-04-15,2024,8:00,35.5,27.5,7,B.T.4xB.T.2,F6,BT4,BT4,BT2,A.ten,27,C,IndivCross,larvae,D,,0,BruMom,BruDad,BruMomBruDad,BxB,25,0,0,0,,N,,,,,,NA,NA,,
28,5,2024-04-15,2024,8:00,35.5,27.5,7,B.T.4xB.T.2,F6,BT4,BT4,BT2,A.ten,28,A,IndivCross,larvae,D,,0,BruMom,BruDad,BruMomBruDad,BxB,25,0,0,0,,N,,,,,,NA,NA,,
29,5,2024-04-15,2024,8:00,35.5,27.5,6,B.T.2xB.T.4,F10,BT2,BT2,BT4,A.ten,29,A,IndivCross,larvae,C,,0,BruMom,BruDad,BruMomBruDad,BxB,25,0,0,0,,N,,,,,,NA,NA,,
30,5,2024-04-15,2024,8:00,35.5,27.5,10,T.T.6xT.T.12,F2,TT6,TT6,TT12,A.ten,30,C,IndivCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,4,1,4,,N,,,,,0.296,507,NA,,
31,5,2024-04-15,2024,8:00,35.5,27.5,18,Bulk1,F4,Bulk,Bulk,Bulk,A.ten,31,A,BulkCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,6,3,12,,N,,,,,0.223,508,NA,,
32,5,2024-04-15,2024,8:00,35.5,27.5,2,T.T.12xT.T.6,F1,TT12,TT12,TT6,A.ten,32,B,IndivCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,3,1,4,,N,,,,,0.162,509,NA,,
33,5,2024-04-15,2024,8:00,35.5,27.5,18,Bulk1,F4,Bulk,Bulk,Bulk,A.ten,33,C,BulkCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,2,1,4,,N,,,,,0.246,510,NA,,
34,5,2024-04-15,2024,8:00,35.5,27.5,2,T.T.12xT.T.6,F1,TT12,TT12,TT6,A.ten,34,C,IndivCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,7,4,16,,N,,,,,0.212,511,NA,,
35,5,2024-04-15,2024,8:00,35.5,27.5,9,B.T.8xB.T.2,F7,BT8,BT8,BT2,A.ten,35,B,IndivCross,larvae,D,,0,BruMom,BruDad,BruMomBruDad,BxB,25,0,0,0,,N,,,,,,NA,NA,,
36,5,2024-04-15,2024,8:00,35.5,27.5,7,B.T.4xB.T.2,F6,BT4,BT4,BT2,A.ten,36,B,IndivCross,larvae,C,,0,BruMom,BruDad,BruMomBruDad,BxB,25,0,0,0,,N,,,,,,NA,NA,,
37,5,2024-04-15,2024,8:00,35.5,27.5,2,T.T.12xT.T.6,F1,TT12,TT12,TT6,A.ten,37,C,IndivCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,5,3,12,,N,,,,,0.209,512,NA,,
38,5,2024-04-15,2024,8:00,35.5,27.5,9,B.T.8xB.T.2,F7,BT8,BT8,BT2,A.ten,38,B,IndivCross,larvae,C,,0,BruMom,BruDad,BruMomBruDad,BxB,25,3,1,4,,N,,,,,0.103,513,NA,,
39,5,2024-04-15,2024,8:00,35.5,27.5,10,T.T.6xT.T.12,F2,TT6,TT6,TT12,A.ten,39,B,IndivCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,5,1,4,,N,,,,,0.255,514,NA,,
40,5,2024-04-15,2024,8:00,35.5,27.5,10,T.T.6xT.T.12,F2,TT6,TT6,TT12,A.ten,40,B,IndivCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,0,0,0,,N,,,,,,NA,NA,,
41,5,2024-04-15,2024,8:00,35.5,27.5,6,B.T.2xB.T.4,F10,BT2,BT2,BT4,A.ten,41,C,IndivCross,larvae,C,,0,BruMom,BruDad,BruMomBruDad,BxB,25,0,0,0,,N,,,,,,NA,NA,,
42,5,2024-04-15,2024,8:00,35.5,27.5,10,T.T.6xT.T.12,F2,TT6,TT6,TT12,A.ten,42,A,IndivCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,4,0,0,,N,,,,,,NA,NA,,
1,6,2024-04-16,2024,8:00,Ambient,27.5,18,Bulk1,F4,Bulk,Bulk,Bulk,A.ten,1,B,BulkCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,24,24,96,Alive,N,,,,,0.163,625,NA,,
2,6,2024-04-16,2024,8:00,Ambient,27.5,10,T.T.6xT.T.12,F2,TT6,TT6,TT12,A.ten,2,B,IndivCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,25,25,100,Alive,N,,,,,0.322,626,NA,,
3,6,2024-04-16,2024,8:00,Ambient,27.5,9,B.T.8xB.T.2,F7,BT8,BT8,BT2,A.ten,3,B,IndivCross,larvae,D,,0,BruMom,BruDad,BruMomBruDad,BxB,25,25,25,100,Alive,N,,,,,0.317,627,NA,,
4,6,2024-04-16,2024,8:00,Ambient,27.5,2,T.T.12xT.T.6,F1,TT12,TT12,TT6,A.ten,4,A,IndivCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,25,25,100,Alive,N,,,,,0.277,628,NA,,
5,6,2024-04-16,2024,8:00,Ambient,27.5,9,B.T.8xB.T.2,F7,BT8,BT8,BT2,A.ten,5,C,IndivCross,larvae,C,,0,BruMom,BruDad,BruMomBruDad,BxB,25,25,25,100,Alive,N,,,,,1.027,"629,630",NA,,
6,6,2024-04-16,2024,8:00,Ambient,27.5,2,T.T.12xT.T.6,F1,TT12,TT12,TT6,A.ten,6,B,IndivCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,25,25,100,Alive,N,,,,,0.346,631,NA,,
7,6,2024-04-16,2024,8:00,Ambient,27.5,18,Bulk1,F4,Bulk,Bulk,Bulk,A.ten,7,B,BulkCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,25,25,100,Alive,N,,,,,0.304,632,NA,,
8,6,2024-04-16,2024,8:00,Ambient,27.5,10,T.T.6xT.T.12,F2,TT6,TT6,TT12,A.ten,8,A,IndivCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,24,25,100,Alive,N,,,,,0.434,633,NA,,
9,6,2024-04-16,2024,8:00,Ambient,27.5,7,B.T.4xB.T.2,F6,BT4,BT4,BT2,A.ten,9,C,IndivCross,larvae,D,,0,BruMom,BruDad,BruMomBruDad,BxB,25,25,25,100,Alive,N,,,,,0.349,634,NA,,
10,6,2024-04-16,2024,8:00,Ambient,27.5,9,B.T.8xB.T.2,F7,BT8,BT8,BT2,A.ten,10,A,IndivCross,larvae,C,,0,BruMom,BruDad,BruMomBruDad,BxB,25,25,25,100,Alive,N,,,,,0.269,635,NA,,
11,6,2024-04-16,2024,8:00,Ambient,27.5,10,T.T.6xT.T.12,F2,TT6,TT6,TT12,A.ten,11,C,IndivCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,25,25,100,Alive,N,,,,,0.33,636,NA,,
12,6,2024-04-16,2024,8:00,Ambient,27.5,6,B.T.2xB.T.4,F10,BT2,BT2,BT4,A.ten,12,A,IndivCross,larvae,C,,0,BruMom,BruDad,BruMomBruDad,BxB,25,24,24,96,Alive,N,,,,,0.299,637,NA,,
13,6,2024-04-16,2024,8:00,Ambient,27.5,2,T.T.12xT.T.6,F1,TT12,TT12,TT6,A.ten,13,B,IndivCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,25,23,92,Alive,N,,,,,0.359,638,NA,,
14,6,2024-04-16,2024,8:00,Ambient,27.5,13,T.T.2xT.T.4,F3,TT2,TT2,TT4,A.ten,14,C,IndivCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,24,24,96,Alive,N,,,,,0.326,639,NA,,
15,6,2024-04-16,2024,8:00,Ambient,27.5,2,T.T.12xT.T.6,F1,TT12,TT12,TT6,A.ten,15,C,IndivCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,24,24,96,Alive,N,,,,,0.295,640,NA,,
16,6,2024-04-16,2024,8:00,Ambient,27.5,18,Bulk1,F4,Bulk,Bulk,Bulk,A.ten,16,C,BulkCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,25,25,100,Alive,N,,,,,0.255,641,NA,,
17,6,2024-04-16,2024,8:00,Ambient,27.5,10,T.T.6xT.T.12,F2,TT6,TT6,TT12,A.ten,17,A,IndivCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,25,25,100,Alive,N,,,,,0.293,642,NA,,
18,6,2024-04-16,2024,8:00,Ambient,27.5,13,T.T.2xT.T.4,F3,TT2,TT2,TT4,A.ten,18,B,IndivCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,25,22,88,Alive,N,,,,,0.143,643,NA,,
19,6,2024-04-16,2024,8:00,Ambient,27.5,13,T.T.2xT.T.4,F3,TT2,TT2,TT4,A.ten,19,A,IndivCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,23,22,88,Alive,N,,,,,0.15,644,NA,,
20,6,2024-04-16,2024,8:00,Ambient,27.5,7,B.T.4xB.T.2,F6,BT4,BT4,BT2,A.ten,20,A,IndivCross,larvae,D,,0,BruMom,BruDad,BruMomBruDad,BxB,25,25,25,100,Alive,N,,,,,0.237,645,NA,,
21,6,2024-04-16,2024,8:00,Ambient,27.5,9,B.T.8xB.T.2,F7,BT8,BT8,BT2,A.ten,21,B,IndivCross,larvae,C,,0,BruMom,BruDad,BruMomBruDad,BxB,25,25,24,96,Alive,N,,,,,0.424,646,NA,,
22,6,2024-04-16,2024,8:00,Ambient,27.5,18,Bulk1,F4,Bulk,Bulk,Bulk,A.ten,22,A,BulkCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,23,22,88,Alive,N,,,,,0.251,647,NA,,
23,6,2024-04-16,2024,8:00,Ambient,27.5,18,Bulk1,F4,Bulk,Bulk,Bulk,A.ten,23,C,BulkCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,24,23,92,Alive,N,,,,,0.448,648,NA,,
24,6,2024-04-16,2024,8:00,Ambient,27.5,18,Bulk1,F4,Bulk,Bulk,Bulk,A.ten,24,A,BulkCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,25,25,100,Alive,N,,,,,0.274,649,NA,,
25,6,2024-04-16,2024,8:00,Ambient,27.5,10,T.T.6xT.T.12,F2,TT6,TT6,TT12,A.ten,25,C,IndivCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,25,25,100,Alive,N,,,,,0.268,650,NA,,
26,6,2024-04-16,2024,8:00,Ambient,27.5,6,B.T.2xB.T.4,F10,BT2,BT2,BT4,A.ten,26,B,IndivCross,larvae,D,,0,BruMom,BruDad,BruMomBruDad,BxB,25,25,23,92,Alive,N,,,,,0.285,651,NA,,
27,6,2024-04-16,2024,8:00,Ambient,27.5,7,B.T.4xB.T.2,F6,BT4,BT4,BT2,A.ten,27,C,IndivCross,larvae,C,,0,BruMom,BruDad,BruMomBruDad,BxB,25,24,24,96,Alive,N,,,,,0.366,652,NA,,
28,6,2024-04-16,2024,8:00,Ambient,27.5,2,T.T.12xT.T.6,F1,TT12,TT12,TT6,A.ten,28,C,IndivCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,25,25,100,Alive,N,,,,,0.269,653,NA,,
29,6,2024-04-16,2024,8:00,Ambient,27.5,7,B.T.4xB.T.2,F6,BT4,BT4,BT2,A.ten,29,B,IndivCross,larvae,D,,0,BruMom,BruDad,BruMomBruDad,BxB,25,23,23,92,Alive,N,,,,,0.324,654,NA,,
30,6,2024-04-16,2024,8:00,Ambient,27.5,7,B.T.4xB.T.2,F6,BT4,BT4,BT2,A.ten,30,B,IndivCross,larvae,C,,0,BruMom,BruDad,BruMomBruDad,BxB,25,24,23,92,Alive,N,,,,,0.243,655,NA,,
31,6,2024-04-16,2024,8:00,Ambient,27.5,13,T.T.2xT.T.4,F3,TT2,TT2,TT4,A.ten,31,B,IndivCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,23,21,84,Alive,N,,,,,0.144,656,NA,,
32,6,2024-04-16,2024,8:00,Ambient,27.5,6,B.T.2xB.T.4,F10,BT2,BT2,BT4,A.ten,32,C,IndivCross,larvae,D,,0,BruMom,BruDad,BruMomBruDad,BxB,25,25,25,100,Alive,N,,,,,0.262,657,NA,,
33,6,2024-04-16,2024,8:00,Ambient,27.5,6,B.T.2xB.T.4,F10,BT2,BT2,BT4,A.ten,33,B,IndivCross,larvae,C,,0,BruMom,BruDad,BruMomBruDad,BxB,25,22,19,76,Alive,N,,,,,0.248,658,NA,,
34,6,2024-04-16,2024,8:00,Ambient,27.5,13,T.T.2xT.T.4,F3,TT2,TT2,TT4,A.ten,34,C,IndivCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,24,25,100,Alive,N,,,,,0.262,"659,660",NA,,
35,6,2024-04-16,2024,8:00,Ambient,27.5,13,T.T.2xT.T.4,F3,TT2,TT2,TT4,A.ten,35,A,IndivCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,23,21,84,Alive,N,,,,,0.213,661,NA,,
36,6,2024-04-16,2024,8:00,Ambient,27.5,7,B.T.4xB.T.2,F6,BT4,BT4,BT2,A.ten,36,A,IndivCross,larvae,C,,0,BruMom,BruDad,BruMomBruDad,BxB,25,24,23,92,Alive,N,,,,,0.437,662,NA,,
37,6,2024-04-16,2024,8:00,Ambient,27.5,9,B.T.8xB.T.2,F7,BT8,BT8,BT2,A.ten,37,C,IndivCross,larvae,D,,0,BruMom,BruDad,BruMomBruDad,BxB,25,25,25,100,Alive,N,,,,,0.363,663,NA,,
38,6,2024-04-16,2024,8:00,Ambient,27.5,6,B.T.2xB.T.4,F10,BT2,BT2,BT4,A.ten,38,A,IndivCross,larvae,D,,0,BruMom,BruDad,BruMomBruDad,BxB,25,13,9,36,Alive,N,,,,,0.252,664,NA,,
39,6,2024-04-16,2024,8:00,Ambient,27.5,6,B.T.2xB.T.4,F10,BT2,BT2,BT4,A.ten,39,C,IndivCross,larvae,C,,0,BruMom,BruDad,BruMomBruDad,BxB,25,25,25,100,Alive,N,,,,,0.276,665,NA,,*spilled and lost 1
40,6,2024-04-16,2024,8:00,Ambient,27.5,10,T.T.6xT.T.12,F2,TT6,TT6,TT12,A.ten,40,B,IndivCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,25,25,100,Alive,N,,,,,0.371,666,NA,,
41,6,2024-04-16,2024,8:00,Ambient,27.5,2,T.T.12xT.T.6,F1,TT12,TT12,TT6,A.ten,41,A,IndivCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,23,22,88,Alive,N,,,,,0.25,667,NA,,
42,6,2024-04-16,2024,8:00,Ambient,27.5,9,B.T.8xB.T.2,F7,BT8,BT8,BT2,A.ten,42,A,IndivCross,larvae,D,,0,BruMom,BruDad,BruMomBruDad,BxB,25,25,25,100,Alive,N,,,,,0.376,668,NA,,
1,6,2024-04-16,2024,8:00,31,27.5,2,T.T.12xT.T.6,F1,TT12,TT12,TT6,A.ten,1,C,IndivCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,24,24,96,Alive,N,,,,,0.258,578,NA,,
2,6,2024-04-16,2024,8:00,31,27.5,13,T.T.2xT.T.4,F3,TT2,TT2,TT4,A.ten,2,C,IndivCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,13,13,52,Alive,N,,,,,0.124,579,NA,,
3,6,2024-04-16,2024,8:00,31,27.5,7,B.T.4xB.T.2,F6,BT4,BT4,BT2,A.ten,3,A,IndivCross,larvae,D,,0,BruMom,BruDad,BruMomBruDad,BxB,25,21,21,84,Alive,N,,,,,0.295,580,NA,,
4,6,2024-04-16,2024,8:00,31,27.5,18,Bulk1,F4,Bulk,Bulk,Bulk,A.ten,4,B,BulkCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,22,22,88,Alive,N,,,,,0.187,581,NA,,
5,6,2024-04-16,2024,8:00,31,27.5,13,T.T.2xT.T.4,F3,TT2,TT2,TT4,A.ten,5,B,IndivCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,21,18,72,Alive,N,,,,,0.3,"582,583",NA,,
6,6,2024-04-16,2024,8:00,31,27.5,7,B.T.4xB.T.2,F6,BT4,BT4,BT2,A.ten,6,A,IndivCross,larvae,C,,0,BruMom,BruDad,BruMomBruDad,BxB,25,21,24,96,Alive,N,,,,,0.188,584,NA,,
7,6,2024-04-16,2024,8:00,31,27.5,18,Bulk1,F4,Bulk,Bulk,Bulk,A.ten,7,A,BulkCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,19,21,84,Alive,N,,,,,0.311,585,NA,,
8,6,2024-04-16,2024,8:00,31,27.5,18,Bulk1,F4,Bulk,Bulk,Bulk,A.ten,8,C,BulkCross,larvae,D,,0,TantMom,TantDad,TantMomTantDad,TxT,25,17,17,68,Alive,N,,,,,0.237,586,NA,,
9,6,2024-04-16,2024,8:00,31,27.5,9,B.T.8xB.T.2,F7,BT8,BT8,BT2,A.ten,9,A,IndivCross,larvae,D,,0,BruMom,BruDad,BruMomBruDad,BxB,25,25,25,100,Alive,N,,,,,0.268,587,NA,,
10,6,2024-04-16,2024,8:00,31,27.5,10,T.T.6xT.T.12,F2,TT6,TT6,TT12,A.ten,10,C,IndivCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,24,24,96,Alive,N,,,,,0.253,588,NA,,
11,6,2024-04-16,2024,8:00,31,27.5,13,T.T.2xT.T.4,F3,TT2,TT2,TT4,A.ten,11,B,IndivCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,18,21,84,Alive,N,,,,,0.204,589,NA,,
12,6,2024-04-16,2024,8:00,31,27.5,6,B.T.2xB.T.4,F10,BT2,BT2,BT4,A.ten,12,A,IndivCross,larvae,D,,0,BruMom,BruDad,BruMomBruDad,BxB,25,12,11,44,Alive,N,,,,,0.246,590,NA,,
13,6,2024-04-16,2024,8:00,31,27.5,6,B.T.2xB.T.4,F10,BT2,BT2,BT4,A.ten,13,C,IndivCross,larvae,C,,0,BruMom,BruDad,BruMomBruDad,BxB,25,15,14,56,Alive,N,,,,,0.229,591,NA,,
14,6,2024-04-16,2024,8:00,31,27.5,10,T.T.6xT.T.12,F2,TT6,TT6,TT12,A.ten,14,A,IndivCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,22,20,80,Alive,N,,,,,0.25,592,NA,,
15,6,2024-04-16,2024,8:00,31,27.5,7,B.T.4xB.T.2,F6,BT4,BT4,BT2,A.ten,15,B,IndivCross,larvae,D,,0,BruMom,BruDad,BruMomBruDad,BxB,25,21,21,84,Alive,N,,,,,0.279,593,NA,,
16,6,2024-04-16,2024,8:00,31,27.5,2,T.T.12xT.T.6,F1,TT12,TT12,TT6,A.ten,16,A,IndivCross,larvae,C,,0,TantMom,TantDad,TantMomTantDad,TxT,25,23,22,88,Alive,N,,,,,0.256,594,NA,,
