TIMEPOINT,FOLDER,FILENAME,VIAL,REP,POINT,TEMP,SYMBIONT_TREATMENT,AVERAGE_FvFm,PAR,F,FvFm,Fm',Fo,Y(ii),Y(NPQ),Y(NO),NPQ,qN,qP,qL,ETR,Abs,lnh
1,11.4.24,T3V37-42,41,1,NA,35.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11.4.24,T3V37-42,42,1,NA,35.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T3V1-6_14 (supposed to be T1),1,1,NA,27.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T3V1-6_14 (supposed to be T1),2,1,1,27.5,,,0,0.1153,0.374389582,0.1843,0.1153,0.374,0,0.626,0,0,1,1,0,0,0
4,14.4.24,T3V1-6_14 (supposed to be T1),2,2,2,27.5,,,0,0.1349,0.321769734,0.1989,0.1349,0.322,0,0.678,0,0,1,1,0,0,0.139
4,14.4.24,T3V1-6_14 (supposed to be T1),3,1,3,27.5,,,0,0.1134,0.303439803,0.1628,0.1134,0.303,0,0.697,0,0,1,1,0,0,0.189
4,14.4.24,T3V1-6_14 (supposed to be T1),4,1,4,27.5,,,0,0.3876,0.083254494,0.4228,0.3876,0.083,0,0.917,0,0,1,1,0,0,0.777
4,14.4.24,T3V1-6_14 (supposed to be T1),5,1,NA,27.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T3V1-6_14 (supposed to be T1),6,1,NA,27.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T3V7-8_14,7,1,1,27.5,,,0,0.1691,0.162456662,0.2019,0.1691,0.162,0,0.838,0,0,1,1,0,0,0
4,14.4.24,T3V7-8_14,8,1,2,27.5,,,0,0.1637,0.172814553,0.1979,0.1637,0.173,0,0.827,0,0,1,1,0,0,-0.065
4,14.4.24,T3V7-8_14,8,2,3,27.5,,,0,0.1784,0.089795918,0.196,0.1784,0.09,0,0.91,0,0,1,1,0,0,0.447
4,14.4.24,T3V9-12_14,9,1,1,27.5,,,0,0.1178,0.274183611,0.1623,0.1178,0.274,0,0.726,0,0,1,1,0,0,0
4,14.4.24,T3V9-12_14,10,1,2,27.5,,,0,0.1334,0.606721698,0.3392,0.1334,0.607,0,0.393,0,0,1,1,0,0,-1.213
4,14.4.24,T3V9-12_14,10,2,3,27.5,,,0,0.0826,0.347551343,0.1266,0.0826,0.347,0,0.653,0,0,1,1,0,0,-0.268
4,14.4.24,T3V9-12_14,10,3,4,27.5,,,0,0.0792,0.346534653,0.1212,0.0792,0.347,0,0.653,0,0,1,1,0,0,-0.265
4,14.4.24,T3V9-12_14,11,1,NA,27.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T3V9-12_14,12,1,5,27.5,,,0,0.1471,0.157020057,0.1745,0.1471,0.157,0,0.843,0,0,1,1,0,0,0.428
4,14.4.24,T3V9-12_14,13,1,NA,27.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T3V9-12_14,14,1,NA,27.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T3V15-20_14,15,1,1,27.5,,,0,0.1505,0.326320501,0.2234,0.1505,0.326,0,0.674,0,0,1,1,0,0,0
4,14.4.24,T3V15-20_14,16,1,2,27.5,,,0,0.1295,0.211327649,0.1642,0.1295,0.211,0,0.789,0,0,1,1,0,0,0.352
4,14.4.24,T3V15-20_14,17,1,NA,27.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T3V15-20_14,18,1,NA,27.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T3V15-20_14,19,1,NA,27.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T3V15-20_14,20,1,3,27.5,,,0,0.1012,0.431141091,0.1779,0.1012,0.431,0,0.569,0,0,1,1,0,0,-0.323
4,14.4.24,T3V15-20_14,20,2,4,27.5,,,0,0.1158,0.419257773,0.1994,0.1158,0.419,0,0.581,0,0,1,1,0,0,-0.285
4,14.4.24,T3V21-26_14,21,1,1,27.5,,,0,0.1002,0.334219269,0.1505,0.1002,0.334,0,0.666,0,0,1,1,0,0,0
4,14.4.24,T3V21-26_14,21,2,2,27.5,,,0,0.1017,0.206088993,0.1281,0.1017,0.206,0,0.794,0,0,1,1,0,0,0.384
4,14.4.24,T3V21-26_14,22,1,3,27.5,,,0,0.1232,0.351920042,0.1901,0.1232,0.352,0,0.648,0,0,1,1,0,0,-0.053
4,14.4.24,T3V21-26_14,23,1,NA,27.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T3V21-26_14,24,1,NA,27.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T3V21-26_14,25,1,4,27.5,,,0,0.1241,0.377632899,0.1994,0.1241,0.377,0,0.623,0,0,1,1,0,0,-0.129
4,14.4.24,T3V21-26_14,26,1,5,27.5,,,0,0.1388,0.144793592,0.1623,0.1388,0.145,0,0.855,0,0,1,1,0,0,0.568
4,14.4.24,T3V21-26_14,26,2,6,27.5,,,0,0.2082,0.182246661,0.2546,0.2082,0.182,0,0.818,0,0,1,1,0,0,0.455
4,14.4.24,T3V27-32_14,27,1,1,27.5,,,0,0.1593,0.351912124,0.2458,0.1593,0.352,0,0.648,0,0,1,1,0,0,0
4,14.4.24,T3V27-32_14,27,2,2,27.5,,,0,0.2243,0.193455592,0.2781,0.2243,0.193,0,0.807,0,0,1,1,0,0,0.451
4,14.4.24,T3V27-32_14,28,1,3,27.5,,,0,0.1662,0.489400922,0.3255,0.1662,0.489,0,0.511,0,0,1,1,0,0,-0.391
4,14.4.24,T3V27-32_14,28,2,4,27.5,,,0,0.196,0.28519329,0.2742,0.196,0.285,0,0.715,0,0,1,1,0,0,0.19
4,14.4.24,T3V27-32_14,29,1,5,27.5,,,0,0.1593,0.466510382,0.2986,0.1593,0.466,0,0.534,0,0,1,1,0,0,-0.326
4,14.4.24,T3V27-32_14,29,2,6,27.5,,,0,0.1007,0.516330451,0.2082,0.1007,0.516,0,0.484,0,0,1,1,0,0,-0.468
4,14.4.24,T3V27-32_14,30,1,7,27.5,,,0,0.1085,0.28852459,0.1525,0.1085,0.288,0,0.712,0,0,1,1,0,0,0.18
4,14.4.24,T3V27-32_14,31,1,8,27.5,,,0,0.1149,0.105836576,0.1285,0.1149,0.106,0,0.894,0,0,1,1,0,0,0.697
4,14.4.24,T3V27-32_14,32,1,NA,27.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T3V33-38_14,33,1,1,27.5,,,0,0.2067,0.076820009,0.2239,0.2067,0.076,0,0.924,0,0,1,1,0,0,0
4,14.4.24,T3V33-38_14,34,1,NA,27.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T3V33-38_14,35,1,NA,27.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T3V33-38_14,36,1,2,27.5,,,0,0.1383,0.202881844,0.1735,0.1383,0.203,0,0.797,0,0,1,1,0,0,-1.654
4,14.4.24,T3V33-38_14,36,2,3,27.5,,,0,0.2292,0.078778135,0.2488,0.2292,0.079,0,0.921,0,0,1,1,0,0,-0.028
4,14.4.24,T3V33-38_14,37,1,4,27.5,,,0,0.1119,0.580741851,0.2669,0.1119,0.581,0,0.419,0,0,1,1,0,0,-6.597
4,14.4.24,T3V33-38_14,37,2,5,27.5,,,0,0.1632,0.49095446,0.3206,0.1632,0.491,0,0.509,0,0,1,1,0,0,-5.423
4,14.4.24,T3V33-38_14,38,1,NA,27.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T3V39-42_14,39,1,NA,27.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T3V39-42_14,40,1,NA,27.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T3V39-42_14,41,1,1,27.5,,,0,0.1608,0.060198714,0.1711,0.1608,0.06,0,0.94,0,0,1,1,0,0,0
4,14.4.24,T3V39-42_14,41,2,2,27.5,,,0,0.2082,0.188620421,0.2566,0.2082,0.189,0,0.811,0,0,1,1,0,0,-2.143
4,14.4.24,T3V39-42_14,41,3,3,27.5,,,0,0.1862,0.040206186,0.194,0.1862,0.04,0,0.96,0,0,1,1,0,0,0.328
4,14.4.24,T3V39-42_14,42,1,4,27.5,,,0,0.1285,0.269886364,0.176,0.1285,0.269,0,0.731,0,0,1,1,0,0,-3.491
4,14.4.24,T3V39-42_14,42,2,5,27.5,,,0,0.1413,0.216740576,0.1804,0.1413,0.217,0,0.783,0,0,1,1,0,0,-2.613
4,14.4.24,T2V1-6_14,1,1,NA,31,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T2V1-6_14,2,1,1,31,,,0,0.2488,0.21315623,0.3162,0.2488,0.213,0,0.787,0,0,1,1,0,0,0
4,14.4.24,T2V1-6_14,2,2,2,31,,,0,0.0968,0.111926606,0.109,0.0968,0.112,0,0.888,0,0,1,1,0,0,0.474
4,14.4.24,T2V1-6_14,3,1,NA,31,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T2V1-6_14,4,1,3,31,,,0,0.1139,0.06409203,0.1217,0.1139,0.064,0,0.936,0,0,1,1,0,0,0.699
4,14.4.24,T2V1-6_14,5,1,4,31,,,0,0.0978,0.129893238,0.1124,0.0978,0.13,0,0.87,0,0,1,1,0,0,0.388
4,14.4.24,T2V1-6_14,6,1,5,31,,,0,0.1237,0.066415094,0.1325,0.1237,0.066,0,0.934,0,0,1,1,0,0,0.689
4,14.4.24,T2V7-12_14,7,1,1,31,,,0,0.1344,0.124429967,0.1535,0.1344,0.124,0,0.876,0,0,1,1,0,0,0
4,14.4.24,T2V7-12_14,7,2,2,31,,,0,0.151,0.05210295,0.1593,0.151,0.052,0,0.948,0,0,1,1,0,0,0.58
4,14.4.24,T2V7-12_14,8,1,NA,31,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T2V7-12_14,9,1,3,31,,,0,0.0953,0.232070911,0.1241,0.0953,0.232,0,0.768,0,0,1,1,0,0,-0.87
4,14.4.24,T2V7-12_14,9,2,4,31,,,0,0.1618,0.363493312,0.2542,0.1618,0.363,0,0.637,0,0,1,1,0,0,-1.926
4,14.4.24,T2V7-12_14,9,3,5,31,,,0,0.173,0.389770723,0.2835,0.173,0.39,0,0.61,0,0,1,1,0,0,-2.137
4,14.4.24,T2V7-12_14,10,1,6,31,,,0,0.1852,0.106177606,0.2072,0.1852,0.106,0,0.894,0,0,1,1,0,0,0.146
4,14.4.24,T2V7-12_14,10,2,7,31,,,0,0.238,0.093333333,0.2625,0.238,0.093,0,0.907,0,0,1,1,0,0,0.25
4,14.4.24,T2V7-12_14,10,3,8,31,,,0,0.2312,0.097227645,0.2561,0.2312,0.097,0,0.903,0,0,1,1,0,0,0.216
4,14.4.24,T2V7-12_14,11,1,9,31,,,0,0.1808,0.082233503,0.197,0.1808,0.082,0,0.918,0,0,1,1,0,0,0.341
4,14.4.24,T2V7-12_14,12,1,10,31,,,0,0.1383,0.226942426,0.1789,0.1383,0.227,0,0.773,0,0,1,1,0,0,-0.826
4,14.4.24,T2V13-18_14,13,1,1,31,,,0,0.1281,0.299234136,0.1828,0.1281,0.299,0,0.701,0,0,1,1,0,0,0
4,14.4.24,T2V13-18_14,14,1,2,31,,,0,0.1222,0.09414381,0.1349,0.1222,0.094,0,0.906,0,0,1,1,0,0,0.685
4,14.4.24,T2V13-18_14,15,1,3,31,,,0,0.0953,0.129680365,0.1095,0.0953,0.129,0,0.871,0,0,1,1,0,0,0.568
4,14.4.24,T2V13-18_14,15,2,4,31,,,0,0.1329,0.328448711,0.1979,0.1329,0.328,0,0.672,0,0,1,1,0,0,-0.097
4,14.4.24,T2V13-18_14,15,3,5,31,,,0,0.1481,0.126768868,0.1696,0.1481,0.127,0,0.873,0,0,1,1,0,0,0.577
4,14.4.24,T2V13-18_14,16,1,6,31,,,0,0.1466,0.109896782,0.1647,0.1466,0.11,0,0.89,0,0,1,1,0,0,0.633
4,14.4.24,T2V13-18_14,17,1,7,31,,,0,0.1808,0.034188034,0.1872,0.1808,0.034,0,0.966,0,0,1,1,0,0,0.887
4,14.4.24,T2V13-18_14,18,1,8,31,,,0,0.089,0.498308906,0.1774,0.089,0.499,0,0.501,0,0,1,1,0,0,-0.665
4,14.4.24,T2V13-18_14,18,2,9,31,,,0,0.088,0.498575499,0.1755,0.088,0.499,0,0.501,0,0,1,1,0,0,-0.655
4,14.4.24,T2V13-18_14,18,3,10,31,,,0,0.1457,0.099505562,0.1618,0.1457,0.1,0,0.9,0,0,1,1,0,0,0.667
4,14.4.24,T2V13-18_14,18,4,11,31,,,0,0.1383,0.06300813,0.1476,0.1383,0.063,0,0.937,0,0,1,1,0,0,0.79
4,14.4.24,T2V19-24_14,19,1,1,31,,,0,0.0973,0.156114484,0.1153,0.0973,0.157,0,0.843,0,0,1,1,0,0,0
4,14.4.24,T2V19-24_14,20,1,2,31,,,0,0.2571,0.055473916,0.2722,0.2571,0.056,0,0.944,0,0,1,1,0,0,0.645
4,14.4.24,T2V19-24_14,20,2,3,31,,,0,0.2067,0.107898144,0.2317,0.2067,0.108,0,0.892,0,0,1,1,0,0,0.314
4,14.4.24,T2V19-24_14,21,1,4,31,,,0,0.0777,0.140486726,0.0904,0.0777,0.141,0,0.859,0,0,1,1,0,0,0.104
4,14.4.24,T2V19-24_14,22,1,NA,31,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T2V19-24_14,23,1,NA,31,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T2V19-24_14,24,1,NA,31,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T2V25-30_14,25,1,1,31,,,0,0.1725,0.301053485,0.2468,0.1725,0.301,0,0.699,0,0,1,1,0,0,0
4,14.4.24,T2V25-30_14,25,2,2,31,,,0,0.1144,0.313737253,0.1667,0.1144,0.314,0,0.686,0,0,1,1,0,0,-0.043
4,14.4.24,T2V25-30_14,25,3,3,31,,,0,0.154,0.332466407,0.2307,0.154,0.333,0,0.667,0,0,1,1,0,0,-0.105
4,14.4.24,T2V25-30_14,26,1,4,31,,,0,0.1075,0.060314685,0.1144,0.1075,0.06,0,0.94,0,0,1,1,0,0,0.801
4,14.4.24,T2V25-30_14,27,1,5,31,,,0,0.151,0.109669811,0.1696,0.151,0.11,0,0.89,0,0,1,1,0,0,0.636
4,14.4.24,T2V25-30_14,28,1,NA,31,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T2V25-30_14,29,1,NA,31,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T2V25-30_14,30,1,NA,31,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T2V31-36_14,31,1,NA,31,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T2V31-36_14,32,1,1,31,,,0,0.1926,0.047948591,0.2023,0.1926,0.048,0,0.952,0,0,1,1,0,0,0
4,14.4.24,T2V31-36_14,33,1,2,31,,,0,0.1173,0.41025641,0.1989,0.1173,0.41,0,0.59,0,0,1,1,0,0,-7.494
4,14.4.24,T2V31-36_14,33,2,3,31,,,0,0.1339,0.138352638,0.1554,0.1339,0.138,0,0.862,0,0,1,1,0,0,-1.864
4,14.4.24,T2V31-36_14,33,3,4,31,,,0,0.0885,0.546153846,0.195,0.0885,0.546,0,0.454,0,0,1,1,0,0,-10.31
4,14.4.24,T2V31-36_14,33,4,5,31,,,0,0.1486,0.344797178,0.2268,0.1486,0.345,0,0.655,0,0,1,1,0,0,-6.138
4,14.4.24,T2V31-36_14,34,1,NA,31,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T2V31-36_14,35,1,6,31,,,0,0.1329,0.102633356,0.1481,0.1329,0.102,0,0.898,0,0,1,1,0,0,-1.118
4,14.4.24,T2V31-36_14,36,1,NA,31,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T2V37-42_14,37,1,1,31,,,0,0.1891,0.083373728,0.2063,0.1891,0.083,0,0.917,0,0,1,1,0,0,0
4,14.4.24,T2V37-42_14,37,2,2,31,,,0,0.1735,0.084915612,0.1896,0.1735,0.085,0,0.915,0,0,1,1,0,0,-0.025
4,14.4.24,T2V37-42_14,38,1,3,31,,,0,0.129,0.331952356,0.1931,0.129,0.332,0,0.668,0,0,1,1,0,0,-2.999
4,14.4.24,T2V37-42_14,39,1,NA,31,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T2V37-42_14,40,1,4,31,,,0,0.1334,0.157828283,0.1584,0.1334,0.157,0,0.843,0,0,1,1,0,0,-0.898
4,14.4.24,T2V37-42_14,41,1,NA,31,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T2V37-42_14,42,1,NA,31,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T1V1-5_14,1,1,NA,35.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T1V1-5_14,2,1,NA,35.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T1V1-5_14,3,1,NA,35.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T1V1-5_14,4,1,NA,35.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T1V1-5_14,5,1,NA,35.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T1V1-5_14,6,1,NA,35.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T1V7V9V11_14,7,1,NA,35.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T1V7V9V11_14,9,1,NA,35.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T1V7V9V11_14,11,1,NA,35.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T1V14-15-23-24-30-ect_14,14,1,NA,35.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T1V14-15-23-24-30-ect_14,15,1,NA,35.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T1V14-15-23-24-30-ect_14,23,1,NA,35.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T1V14-15-23-24-30-ect_14,24,1,NA,35.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T1V14-15-23-24-30-ect_14,30,1,NA,35.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T1V14-15-23-24-30-ect_14,31,1,NA,35.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T1V32-33-34-37-38-39-etc_14,32,1,NA,35.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T1V32-33-34-37-38-39-etc_14,33,1,NA,35.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T1V32-33-34-37-38-39-etc_14,34,1,NA,35.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T1V32-33-34-37-38-39-etc_14,37,1,NA,35.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T1V32-33-34-37-38-39-etc_14,38,1,NA,35.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T1V32-33-34-37-38-39-etc_14,39,1,NA,35.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.4.24,T1V42_14,42,1,NA,35.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,17.4.24,T2_and_T1_samples_17,38,1,NA,27.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,17.4.24,T2_and_T1_samples_17,12,1,1,31,,,0,0.2312,0.086887836,0.2532,0.2312,0.087,0,0.913,0,0,1,1,0,0,0
7,17.4.24,T2_and_T1_samples_17,12,2,2,31,,,0,0.218,0.062768702,0.2326,0.218,0.063,0,0.937,0,0,1,1,0,0,0.275
7,17.4.24,T2_and_T1_samples_17,29,1,3,31,,,0,0.2419,0.221936314,0.3109,0.2419,0.222,0,0.778,0,0,1,1,0,0,-1.552
7,17.4.24,T2_and_T1_samples_17,30,1,NA,31,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,17.4.24,T2_and_T1_samples_17,40,1,4,31,,,0,0.0855,0.200934579,0.107,0.0855,0.201,0,0.799,0,0,1,1,0,0,-1.313
7,17.4.24,T2_and_T1_samples_17,40,2,5,31,,,0,0.0899,0.116027532,0.1017,0.0899,0.115,0,0.885,0,0,1,1,0,0,-0.328
7,17.4.24,T2_and_T1_samples_17,42,1,6,31,,,0,0.1535,0.084128878,0.1676,0.1535,0.085,0,0.915,0,0,1,1,0,0,0.027
7,17.4.24,T3V31_17,31,1,NA,35.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,18.4.24,T2V23V41_18,23,1,1,31,,,0,0.1339,0.391086858,0.2199,0.1339,0.391,0,0.609,0,0,1,1,0,0,0
8,18.4.24,T2V23V41_18,23,2,2,31,,,0,0.1789,0.068714211,0.1921,0.1789,0.069,0,0.931,0,0,1,1,0,0,0.824
8,18.4.24,T2V23V41_18,23,3,3,31,,,0,0.1691,0.197437114,0.2107,0.1691,0.197,0,0.803,0,0,1,1,0,0,0.496
8,18.4.24,T2V23V41_18,41,1,4,31,,,0,0.3416,0.137155847,0.3959,0.3416,0.137,0,0.863,0,0,1,1,0,0,0.65
9,19.4.24,T2V2V13V17_19,2,1,1,31,,,0,0.283,0.303298868,0.4062,0.283,0.303,0,0.697,0,0,1,1,0,0,0
9,19.4.24,T2V2V13V17_19,13,1,2,31,,,0,0.0992,0.161453931,0.1183,0.0992,0.161,0,0.839,0,0,1,1,0,0,0.469
9,19.4.24,T2V2V13V17_19,13,2,3,31,,,0,0.2527,0.046055115,0.2649,0.2527,0.046,0,0.954,0,0,1,1,0,0,0.848
9,19.4.24,T2V2V13V17_19,13,3,4,31,,,0,0.1442,0.149764151,0.1696,0.1442,0.15,0,0.85,0,0,1,1,0,0,0.506
9,19.4.24,T2V2V13V17_19,17,1,5,31,,,0,0.1075,0.150868878,0.1266,0.1075,0.151,0,0.849,0,0,1,1,0,0,0.503
9,19.4.24,T2V2V13V17_19,17,2,6,31,,,0,0.1031,0.169218372,0.1241,0.1031,0.169,0,0.831,0,0,1,1,0,0,0.442
9,19.4.24,T2V2V13V17_19,17,3,7,31,,,0,0.108,0.169230769,0.13,0.108,0.169,0,0.831,0,0,1,1,0,0,0.442
14,24.4.24,T2V1V21V24_24,1,1,1,31,,,0,0.2033,0.069565217,0.2185,0.2033,0.069,0,0.931,0,0,1,1,0,0,0
14,24.4.24,T2V1V21V24_24,21,1,2,31,,,0,0.3866,0.148645673,0.4541,0.3866,0.149,0,0.851,0,0,1,1,0,0,-1.142
14,24.4.24,T2V1V21V24_24,24,1,3,31,,,0,0.2698,0.123741475,0.3079,0.2698,0.124,0,0.876,0,0,1,1,0,0,-0.785
15,25.4.24,T2V7V8V26_T1V12_25,12,1,1,27.5,,,0,0.2116,0.06495802,0.2263,0.2116,0.065,0,0.935,0,0,1,1,0,0,0
15,25.4.24,T2V7V8V26_T1V12_25,7,1,2,31,,,0,0.2019,0.05917987,0.2146,0.2019,0.059,0,0.941,0,0,1,1,0,0,0.086
15,25.4.24,T2V7V8V26_T1V12_25,8,1,3,31,,,0,0.1613,0.11761488,0.1828,0.1613,0.118,0,0.882,0,0,1,1,0,0,-0.816
15,25.4.24,T2V7V8V26_T1V12_25,26,1,4,31,,,0,0.2571,0.169036846,0.3094,0.2571,0.169,0,0.831,0,0,1,1,0,0,-1.609
15,25.4.25,T2V7V8V26_T1V12_26,12,1,5,27.5,,,0,0.2576,0.166073163,0.3089,0.2576,0.166,0,0.834,0,0,1,1,0,0,0
16,26.4.25,T1V41V30V33_T2V31_26,41,1,1,27.5,,,0,0.1188,0.205882353,0.1496,0.1188,0.206,0,0.794,0,0,1,1,0,0,0
16,26.4.25,T1V41V30V33_T2V31_26,41,2,2,27.5,,,0,0.0978,0.159071367,0.1163,0.0978,0.16,0,0.84,0,0,1,1,0,0,0.224
16,26.4.25,T1V41V30V33_T2V31_26,30,1,3,27.5,,,0,0.2669,0.230835735,0.347,0.2669,0.231,0,0.769,0,0,1,1,0,0,-0.122
16,26.4.25,T1V41V30V33_T2V31_26,30,2,4,27.5,,,0,0.2336,0.203545857,0.2933,0.2336,0.203,0,0.797,0,0,1,1,0,0,0.012
16,26.4.25,T1V41V30V33_T2V31_26,30,3,5,27.5,,,0,0.3113,0.176019058,0.3778,0.3113,0.176,0,0.824,0,0,1,1,0,0,0.145
16,26.4.25,T1V41V30V33_T2V31_26,33,1,NA,27.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,26.4.25,T1V41V30V33_T2V31_26,31,1,6,31,,,0,0.0875,-0.052948255,0.0831,0.0875,0,0,1,0,0,1,1,0,0,1
17,27.4.25,T2V6_27,6,1,1,31,,,0,0.3211,0.37187011,0.5112,0.3211,0.372,0,0.628,0,0,1,1,0,0,0
17,27.4.25,T2V6_27,6,2,2,31,,,0,0.3187,0.283498201,0.4448,0.3187,0.284,0,0.716,0,0,1,1,0,0,0.238
17,27.4.25,T2V6_27,6,3,3,31,,,0,0.5626,0.401425684,0.9399,0.5626,0.401,0,0.599,0,0,1,1,0,0,-0.079
17,27.4.25,T2V6_27,6,4,4,31,,,0,0.2146,0.240353982,0.2825,0.2146,0.24,0,0.76,0,0,1,1,0,0,0.353
19,29.4.24,T2V3V14V27_T1V32_29,3,1,1,31,,,0,0.5283,0.29672524,0.7512,0.5283,0.297,0,0.703,0,0,1,1,0,0,0
19,29.4.24,T2V3V14V27_T1V32_29,3,2,2,31,,,0,0.3788,0.145499662,0.4433,0.3788,0.146,0,0.854,0,0,1,1,0,0,0.509
19,29.4.24,T2V3V14V27_T1V32_29,14,1,3,31,,,0,0.3192,0.228053204,0.4135,0.3192,0.228,0,0.772,0,0,1,1,0,0,0.231
19,29.4.24,T2V3V14V27_T1V32_29,14,2,4,31,,,0,0.4717,0.130506912,0.5425,0.4717,0.131,0,0.869,0,0,1,1,0,0,0.56
19,29.4.24,T2V3V14V27_T1V32_29,27,1,NA,31,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,29.4.24,T2V3V14V27_T1V32_29,32,1,5,27.5,,,0,0.1828,0.163386728,0.2185,0.1828,0.163,0,0.837,0,0,1,1,0,0,0.45
19,29.4.24,T2V3V14V27_T1V32_29,32,2,6,27.5,,,0,0.2307,0.179003559,0.281,0.2307,0.179,0,0.821,0,0,1,1,0,0,0.396
20,30.4.24,T2V3V10V20V37_T1V15_30,3,1,1,31,,,0,0.1896,0.612428455,0.4892,0.1896,0.612,0,0.388,0,0,1,1,0,0,0
20,30.4.24,T2V3V10V20V37_T1V15_30,3,2,2,31,,,0,0.2307,0.348120938,0.3539,0.2307,0.348,0,0.652,0,0,1,1,0,0,0.432
20,30.4.24,T2V3V10V20V37_T1V15_30,10,1,3,31,,,0,0.219,0.177927928,0.2664,0.219,0.178,0,0.822,0,0,1,1,0,0,0.709
